Phosphosite	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	HD1_Lin-	HD2_Lin-	HD3_Lin-	100232_sd	103342_sd	113971_sd	123804_sd	146218_sd	179016_sd	186481_sd	224143_sd	237983_sd	258135_sd	263578_sd	273919_sd	303642_sd	326772_sd	332131_sd	348685_sd	400220_sd	407992_sd	410324_sd	434640_sd	478908_sd	498463_sd	507202_sd	507696_sd	570755_sd	594368_sd	595704_sd	605322_sd	617776_sd	700717_sd	730817_sd	740266_sd	750152_sd	757199_sd	809653_sd	816067_sd	849660_sd	868231_sd	907786_sd	914247_sd	933124_sd	982009_sd	987523_sd	989176_sd	HD1_Lin-.1	HD2_Lin-.1	HD3_Lin-.1
SAP30BP_104s	NA	0.344	NA	NA	NA	NA	NA	NA	NA	-0.35	NA	NA	-0.302	NA	NA	NA	0.36	NA	NA	NA	NA	0.038	NA	NA	NA	NA	NA	NA	-0.841	NA	NA	-0.059	NA	NA	0.698	NA	NA	-0.012	NA	NA	NA	NA	NA	NA	-0.176	-0.235	-0.582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAP30BP_106s	NA	NA	NA	NA	-0.864	NA	NA	0.016	NA	NA	NA	NA	NA	0.544	-0.038	NA	NA	NA	-0.416	NA	-0.079	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.717	NA	NA	0.481	NA	NA	NA	NA	NA	NA	0.036	NA	NA	NA	-0.113	-0.516	-1.079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAP30BP_18s	NA	-2.805	NA	NA	NA	NA	1.042	NA	NA	0.548	-2.24	0.679	1.114	NA	NA	NA	0.621	0.275	NA	NA	NA	-1.057	0.115	NA	0.688	NA	NA	NA	-0.464	NA	NA	-1.733	NA	NA	-0.476	NA	0.777	-1.639	0.599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAP30BP_22s	NA	-2.805	NA	NA	NA	NA	0.233	NA	NA	0.548	-2.118	0.3465	1.114	NA	NA	NA	0.621	0.6345	NA	NA	NA	-1.057	0.0855	NA	0.6845	NA	NA	NA	-0.464	NA	NA	-1.733	NA	NA	-0.476	NA	1.673	-1.639	1.056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.144	NA	NA	NA	0.173	0.47	NA	NA	NA	NA	NA	0.508	NA	NA	NA	NA	0.042	NA	0.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.267	NA	0.646	NA	NA	NA	NA	NA	NA	NA	NA
SAP30BP_43s	-0.106	0.475	0.247	-0.161	-0.231	-0.327	0.229	-0.415	0.797	-0.264	-0.094	0.432	0.556	-0.915	-0.48	0.061	0.039	0.522	0.006	0.013	-0.07	-0.27	-0.477	-0.447	0.07	0.031	-0.063	0.202	-0.168	-0.195	-0.573	-0.226	-0.11	-0.439	0.104	-0.541	-0.19	0.373	-0.88	0.087	0.25	-0.47	-0.165	0.575	0.439	0.279	1.193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAP30BP_52s	0.004	NA	0.909	NA	NA	-0.429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.353	NA	0.195	0.261	NA	NA	0.383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.426	NA	0.916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAP30BP_69s	-0.666	-0.245	0.425	NA	NA	-0.849	0.305	NA	NA	0.535	-0.58	0.512	0.692	NA	NA	NA	0.2	-0.29	NA	NA	NA	-0.013	-0.34	-0.252	0.266	0.118	0.236	NA	-0.252	-0.274	NA	-0.302	NA	NA	0.032	NA	0.413	0.09	-0.318	NA	NA	-0.401	NA	0.688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAP30BP_72s	-0.666	-0.245	0.425	NA	NA	-0.849	0.305	NA	NA	0.535	-0.58	0.512	0.692	NA	NA	NA	0.2	-0.29	NA	NA	NA	-0.013	-0.34	-0.252	0.266	0.118	0.236	NA	-0.252	-0.274	NA	-0.302	NA	NA	0.032	NA	0.413	0.09	-0.318	NA	NA	-0.401	NA	0.688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAP30BP_77s	-0.666	-0.245	0.425	NA	NA	-0.849	0.305	NA	NA	0.535	-0.58	0.512	0.692	NA	NA	NA	0.2	-0.29	NA	NA	NA	-0.013	-0.34	-0.252	0.266	0.118	0.236	NA	-0.252	-0.274	NA	-0.302	NA	NA	0.032	NA	0.413	0.09	-0.318	NA	NA	-0.401	NA	0.688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
